单间 | 下关五塘白云雅居 3室1厅 主卧 精装修 可办居住证,白云雅居,1000,http://short.58.com/zd_p/492c54a8-9087-442b-abf0-9c94f08a3044/?target=oc-16-xgk_ephv_83127963920432q-feykn&end=end
整租 | 春江家园 3室1厅1卫,中华门,3100,http://nj.58.com/zufang/32622896310830x.shtml
单间 | 个人 中航樾府 次卧朝南精装修,中航樾府,1300,http://nj.58.com/hezu/31472036118468x.shtml
单间 | 个人非代理公司非中介,明发滨江新城三期,1000,http://nj.58.com/hezu/32560736172469x.shtml
单间 | 南大和园 地铁口 精装朝南次卧带大阳台 1000元,南大和园,1000,http://nj.58.com/hezu/32655660376774x.shtml
单间 | （个人出租） 天润城11街区精装主卧价格实惠，无,桥北,570,http://nj.58.com/hezu/32655180967113x.shtml
单间 | 岔路口 天地新城精装修 拎包入住 南北通透 押一付一,天地新城天权座,1050,http://nj.58.com/hezu/32503253887045x.shtml
单间 | 白下光华路万达紫金明珠 6室2厅 主卧 朝南 中等装,万达紫金明珠,550,http://nj.58.com/hezu/32434735339452x.shtml
整租 | 仙林人才公寓 1室1厅1卫,仙林,2200,http://nj.58.com/zufang/32655646161344x.shtml
单间 | 紧邻竹山路地铁线 天元城精装修 拎包入住 押一付一,天元城,950,http://nj.58.com/hezu/32503172484934x.shtml
单间 | 麒麟门银河湾紫苑 朝南有阳台个人房源,麒麟门,450,http://nj.58.com/hezu/29238639152819x.shtml
单间 | 丹佛小镇(诚基花园) 朝北次卧-便宜转租-18年4月,丹佛小镇(诚基花园),800,http://nj.58.com/hezu/32403803481523x.shtml
单间 | 竹山路1号线地铁口 天元城 精装修 拎包入住 押一付,天元城,900,http://nj.58.com/hezu/32423182386733x.shtml
单间 | 个人 保利罗兰春天 2室1厅 整租 朝南 精装修,保利罗兰春天,2200,http://nj.58.com/hezu/31372216371011x.shtml
单间 | 双龙大道地铁口 南方花园精装修 拎包入住 押一付一,南方花园(东区),950,http://nj.58.com/hezu/32503221573172x.shtml
单间 | 左邻右里 2室1厅 次卧 朝东 精装修,左邻右里,980,http://nj.58.com/hezu/32291240770126x.shtml
单间 | 花神庙地铁站旁高档小区豪华装修家具齐全领包入住可月付,翠岛花城荷田苑,1000,http://nj.58.com/hezu/32594200867134x.shtml
单间 | 中华门地铁大报恩寺1965产业园老门东水榭华庭美和园,水榭华庭,1350,http://nj.58.com/hezu/32456786191798x.shtml
单间 | 个人 中航樾府 次卧朝南精装修,中航樾府,1300,http://nj.58.com/hezu/31472036118468x.shtml
单间 | 个人非代理公司非中介,明发滨江新城三期,1000,http://nj.58.com/hezu/32560736172469x.shtml
整租 | 合家春天 1室1厅1卫,合家春天,1900,http://nj.58.com/zufang/32538641163052x.shtml
整租 | 东渡国际青年城 1室0厅1卫,东渡国际青年城,1650,http://nj.58.com/zufang/31483765090731x.shtml
单间 | 新街口张府园地铁苏宁生活广场大洋百货户部街旁精装拎包,洪武路168号小区,1100,http://nj.58.com/hezu/32191110895410x.shtml
单间 | 南京南站附近南北通透精装超南次卧设施齐全可月付,花神美境,1000,http://nj.58.com/hezu/32594371449932x.shtml
单间 | 个人仙居花园 2室1厅 整租 朝南 精装修,仙居花园,2800,http://nj.58.com/hezu/31361124817198x.shtml
单间 | （个人出租） 天润城11街区精装主卧价格实惠，无,桥北,570,http://nj.58.com/hezu/32655180967113x.shtml
单间 | 莲花新城北苑 5室1厅1卫合租 男女不限,西善桥,750,http://nj.58.com/hezu/31320390346543x.shtml
单间 | 岔路口 天地新城精装修 拎包入住 南北通透 押一付一,天地新城天权座,1050,http://nj.58.com/hezu/32503253887045x.shtml
单间 | 小行站附近高档小区豪华装修主卧独卫设施齐全领包入住,名城世家,1000,http://nj.58.com/hezu/32522391574088x.shtml
单间 | 万达附近 嘉顺时代广场 精装主卧单间 包网免物业 拎,嘉顺时代广场,1000,http://nj.58.com/hezu/32372040995534x.shtml
整租 | 仙林人才公寓 1室1厅1卫,仙林,2200,http://nj.58.com/zufang/32655646161344x.shtml
单间 | 高云岭小区 3室1卫 男女不限,高云岭小区,1650,http://nj.58.com/hezu/32447716598079x.shtml
单间 | 玄武卫岗紫金南苑 5室2厅 次卧 朝东 单间便宜出租,紫金南苑,700,http://nj.58.com/hezu/32556032485931x.shtml
单间 | 竹山路地铁站 武夷绿洲 精装单间 包网免物业 拎包入,武夷绿洲赏桂苑,1000,http://nj.58.com/hezu/32372005805496x.shtml
单间 | 浦口江浦群盛北江豪庭 4室1厅 主卧 朝南 精装修,群盛北江豪庭,850,http://nj.58.com/hezu/32624189015370x.shtml
单间 | 马群金马路地铁站 朝南主卧带独卫,钟山晶典苑,1900,http://nj.58.com/hezu/32302011212620x.shtml
单间 | 个人 中航樾府朝南精装修,中航樾府,1300,http://nj.58.com/hezu/31416261643437x.shtml
单间 | 个人出租迈皋桥地铁站附近精装套房 单间600一850,迈皋桥,650,http://nj.58.com/hezu/32568004066490x.shtml
单间 | 胜太西路地铁站 碧水湾西园 精装单间 拎包入住 免物,碧水湾西园,1000,http://nj.58.com/hezu/32372094468015x.shtml
整租 | 花园路15号小区 2室2厅1卫,花园路15号小区,2900,http://nj.58.com/zufang/31661104391497x.shtml
单间 | 可月付可短租天秀湾花园 3室1厅1卫 男女不限,天秀湾花园,900,http://nj.58.com/hezu/32500997114827x.shtml
整租 | 绿地缤纷广场 1室0厅1卫,绿地缤纷广场,2500,http://nj.58.com/zufang/32655644402627x.shtml
整租 | 儒林学士府 3室1厅2卫,儒林学士府,1800,http://nj.58.com/zufang/30198006522941x.shtml
单间 | 紧邻竹山路地铁口 骆村新寓精装修 拎包入住 押一付一,骆村新寓,960,http://nj.58.com/hezu/32503056533944x.shtml
单间 | 天隆寺地铁口 凤翔新城二期 3室1厅 次卧 朝南 精,凤翔新城二期,800,http://nj.58.com/hezu/32003402447279x.shtml
单间 | 鸿发大厦 精装修电梯房主卧,新街口,1500,http://nj.58.com/hezu/32535111025466x.shtml
单间 | 江宁将军大道河海大学翠湖花园 3室1厅 主卧 朝南,翠湖花园,999,http://nj.58.com/hezu/32647050089273x.shtml
单间 | 虹悦城附近正规超南次卧次卧部队院子设施齐全领包入住可,双润居小区,1000,http://nj.58.com/hezu/32594295962307x.shtml
单间 | 一号线竹山路站 潭桥公寓精装修 拎包入住 押一付一,潭桥公寓北园,850,http://nj.58.com/hezu/32503105085111x.shtml
单间 | 威尼斯水城 柳州东路地铁口 精装单间电梯房可月付 拎,威尼斯水城第四街区,790,http://nj.58.com/hezu/32655646444108x.shtml
单间 | 九龙湖地铁附近 骏景华庭 精装修 押一付一 拎包入住,骏景华庭,900,http://nj.58.com/hezu/32489877638196x.shtml
单间 | 小行站附近高档小区豪华装修主卧独卫设施齐全领包入住,名城世家,1000,http://nj.58.com/hezu/32522391574088x.shtml
单间 | 河定桥地铁口 胜利新村精装修 拎包入住 押一付一 免,胜利新村,950,http://nj.58.com/hezu/32422722742327x.shtml
单间 | 双龙大道地铁站旁 南方花园 精装单间 包网免物业 月,南方花园(东区),1000,http://nj.58.com/hezu/32371819786921x.shtml
单间 | 竹山路地铁站 武夷绿洲 精装单间 包网免物业 拎包入,武夷绿洲赏桂苑,1000,http://nj.58.com/hezu/32372005805496x.shtml
单间 | 中电颐和家园尚璟 4室 男女不限,迈皋桥,1050,http://nj.58.com/hezu/32654785143858x.shtml
单间 | 个人出租 胜太西路地铁附近 太平花苑 出租主卧 限女,太平花苑北区,1000,http://nj.58.com/hezu/32644110677694x.shtml
单间 | 浦口江浦群盛北江豪庭 4室1厅 主卧 朝南 精装修,群盛北江豪庭,850,http://nj.58.com/hezu/32624189015370x.shtml
单间 | 精装修带独立卫生间的房子出租,科学园,800,http://nj.58.com/hezu/31670652766908x.shtml
单间 | 安德门地铁站旁 金蕊家苑 有厨房 个人,金蕊家苑,1099,http://nj.58.com/hezu/32223674818237x.shtml
单间 | 紧邻竹山路地铁口 骆村新寓精装修 拎包入住 押一付一,骆村新寓,960,http://nj.58.com/hezu/32503056533944x.shtml
单间 | 天隆寺地铁口 凤翔新城二期 3室1厅 次卧 朝南 精,凤翔新城二期,800,http://nj.58.com/hezu/32003402447279x.shtml
整租 | 尧建新村100号院 2室1厅1卫,尧建新村100号院,1700,http://nj.58.com/zufang/32622365810635x.shtml
单间 | 鸿发大厦 精装修电梯房主卧,新街口,1500,http://nj.58.com/hezu/32535111025466x.shtml
单间 | 上铁月桂园 3室1厅1卫 男女不限,上铁月桂园,600,http://nj.58.com/hezu/32643285551022x.shtml
单间 | 双龙大道地铁站 经纬城市花园 精装单间 可短租 包宽,经纬城市花园,1000,http://nj.58.com/hezu/32371766082508x.shtml
单间 | 春江佳园 4室1厅1卫 男女不限,春江佳园,980,http://nj.58.com/hezu/32543480663491x.shtml
单间 | 雨花台铁心桥银杏山庄 4室1厅 次卧 朝南 精装修,银杏山庄,900,http://nj.58.com/hezu/32655636825262x.shtml
单间 | 个人 高科荣域 次卧 朝南 精装修,高科荣域,1500,http://nj.58.com/hezu/32559634693934x.shtml
整租 | 新桥家园 3室2厅1卫,新桥家园,1800,http://nj.58.com/zufang/32083364049211x.shtml
整租 | 时光澔韵 1室0厅1卫,时光澔韵,1500,http://nj.58.com/zufang/32214536039749x.shtml
单间 | 江宁开发区百家湖花园国 5室1厅 次卧 朝南 简单装,百家湖国际花园,600,http://nj.58.com/hezu/29724260726992x.shtml
单间 | 个人房源出租春江佳园 3室1厅 次卧 朝南 精装修,春江佳园,800,http://nj.58.com/hezu/32302380570319x.shtml
单间 | 江宁科学园莱茵东郡 精装单间 包无线宽带免物业 拎包,莱茵东郡,1000,http://nj.58.com/hezu/32371966408108x.shtml
单间 | 江宁 武夷花园 精装单间 包无线宽带免物业 拎包入住,武夷花园,1000,http://nj.58.com/hezu/32371870976955x.shtml
单间 | 外港新村 广兴花园 精装单间 包无线宽带免物业 拎包,外港新村,900,http://nj.58.com/hezu/32371913967819x.shtml
单间 | 龙眠大道天景山春秀苑主卧出租,科学园,800,http://nj.58.com/hezu/30138557176264x.shtml
整租 | 2室1厅 56平米 精装修 面议,铁心桥,面议,http://nj.58.com/zufang/24416190267447x.shtml
单间 | 月付可短租1号线双龙大道金盛花园 2室1厅1卫 男女,金盛花园,750,http://nj.58.com/hezu/31850711522742x.shtml
整租 | 明月花园 2室2厅1卫,南京,2800,http://nj.58.com/zufang/24154767721271x.shtml
单间 | 个人 仙居雅苑朝南精装修,仙居雅苑,1300,http://nj.58.com/hezu/31438329692618x.shtml
单间 | 活动房源 河定桥地铁 金王府 精装修 低价出租 非隔,东山,1250,http://nj.58.com/hezu/32145549567794x.shtml
单间 | 华保新寓 1室 男女不限,华保新寓,800,http://nj.58.com/hezu/32195227779510x.shtml
单间 | 迈皋桥红山紫金墨香苑 4室1厅 主卧 朝南 中等装修,紫金墨香苑,500,http://nj.58.com/hezu/31338606510136x.shtml
单间 | 个人出租湖滨公寓小区合租单间精装修胜太路旁,湖滨公寓东区,1200,http://nj.58.com/hezu/32567008036420x.shtml
单间 | 七彩星城 油坊桥地铁站一号口对面,铁心桥,750,http://nj.58.com/hezu/32522629304648x.shtml
单间 | 鼓楼水佐岗水佑岗20号 3室1厅 次卧 朝南 精装修,水佑岗20号小区,面议,http://nj.58.com/hezu/32544839185085x.shtml
单间 | 地铁口 明发三期 单间700元 可短租 长租,明发滨江新城三期,700,http://nj.58.com/hezu/32304453417907x.shtml
整租 | 迈皋桥燕江新城燕雅苑 2室1厅1卫,万寿,1500,http://nj.58.com/zufang/32479575388849x.shtml
单间 | 江宁岔路口左邻右里 3室2厅 主卧 朝南 精装修可月,左邻右里,1050,http://nj.58.com/hezu/30432476949581x.shtml
单间 | 玄武丹凤街相府营小区 3室1厅 主卧 朝南 中等装修,相府营小区,1150,http://nj.58.com/hezu/32284297147714x.shtml
单间 | 居家装修 步行街旁 嘉顺时代广场 朝南 可做饭 急租,东山,899,http://nj.58.com/hezu/32089950903883x.shtml
整租 | 东井村 2室1厅 45平米 简单装修 押一付三 离地,东井村,2000,http://nj.58.com/zufang/26720904014637x.shtml
整租 | 清荷园北园 2室1厅1卫,清荷园北园,2300,http://nj.58.com/zufang/32489509511743x.shtml
单间 | 个人急租 双龙大道地铁 左邻右里 合租月付,左邻右里,900,http://nj.58.com/hezu/32201731499982x.shtml
单间 | 油坊桥地铁七彩星城国学府 4室1厅1卫 男女不限,七彩星城国学府,700,http://nj.58.com/hezu/32589498934469x.shtml
单间 | 浦口江浦明发新城中心 3室2厅 次卧 带阳台,明发新城中心,950,http://nj.58.com/hezu/32580794469584x.shtml
单间 | 个人出租 双龙大道地铁口附近南方花园 首次出租,东山,800,http://nj.58.com/hezu/32644072369594x.shtml
单间 | 太平花苑南区 3室1厅 主卧 朝南 精装修 房间挺大,太平花苑南区,1000,http://nj.58.com/hezu/32027674422732x.shtml
单间 | 个人急租 花神庙地铁站翠岛花城 合租月付,翠岛花城兰芷苑,1250,http://nj.58.com/hezu/32201912733362x.shtml
单间 | 地铁【威尼斯一街】单间700元 可短租,威尼斯水城第一街区,700,http://nj.58.com/hezu/32268845827000x.shtml
单间 | 个人出租江龙眠大道地铁口天景山公寓3居中的一间可月付,天景山公寓如意苑,700,http://nj.58.com/hezu/32424929353795x.shtml
整租 | 紫金柳苑 3室1厅1卫,紫金柳苑,3200,http://nj.58.com/zufang/32169990702252x.shtml
整租 | 春江佳园-19幢 3室1厅1卫,铁心桥,2999,http://nj.58.com/zufang/32625201835433x.shtml
单间 | 个人出租河定桥旁金王府小区合租单间精装修,金王府小区,1150,http://nj.58.com/hezu/32522295399626x.shtml
单间 | 雨花台西善桥东升山庄地铁贾西站S3号线苏果超市真实照,东升山庄,800,http://nj.58.com/hezu/32644733786430x.shtml
单间 | 可短租 个人 江宁江宁周边明珠小区 竹山路地铁口,明珠小区,800,http://nj.58.com/hezu/32637182529978x.shtml
单间 | 华侨绿洲 好房出租图片真实,泰山,750,http://nj.58.com/hezu/19935850622730x.shtml
单间 | 莲花新城北苑押一付一建邺奥体油坊桥地铁站天迈广场三家,莲花新城北苑,650,http://nj.58.com/hezu/32456475858502x.shtml
单间 | 个人出租武夷绿洲小区合租单间精装修竹山路旁边,武夷绿洲观竹苑,1200,http://nj.58.com/hezu/32555519801772x.shtml
单间 | 个人出租 可短租 江宁科学园 骆村新寓 竹山路 东山,骆村新寓,1000,http://nj.58.com/hezu/32456597313099x.shtml
整租 | 旭日爱上城5期 3室2厅1卫,旭日爱上城5期,2000,http://nj.58.com/zufang/32512105966148x.shtml
单间 | 雨花台铁心桥春江花园 4室1厅 次卧 朝南 精装修,春江花园,900,http://nj.58.com/hezu/32645051557956x.shtml
整租 | 晨光公寓 1室1厅1卫,晨光公寓,1500,http://nj.58.com/zufang/32224649482051x.shtml
单间 | 莱蒙水榭阳光119平无隔断次卧带飘窗,莱蒙水榭阳光,1000,http://nj.58.com/hezu/30696833240511x.shtml
单间 | 江宁万达 万欣翠园 次卧600元 便宜甩租了,万欣翠园,600,http://nj.58.com/hezu/32502311651498x.shtml
单间 | 个人月付，天景山公寓花锦苑 4室1厅1卫 男女不限,天景山公寓花锦苑,750,http://nj.58.com/hezu/32366176745921x.shtml
整租 | 龙海新加坡花园城南园(别墅) 2室1厅1卫,龙海新加坡花园城南园(别墅),1200,http://nj.58.com/zufang/32655631216054x.shtml
单间 | 韩府坊 3室1厅 男女不限,铁心桥,550,http://nj.58.com/hezu/25377446614221x.shtml
单间 | 地铁S3线旁 春江新城 可办居住证 精装次卧,春江新城北区,780,http://nj.58.com/hezu/31883416217786x.shtml
整租 | 麒麟紫荆城锁石苑 3室1厅1卫,麒麟紫荆城锁石苑,1700,http://nj.58.com/zufang/32203712838331x.shtml
单间 | 江宁万达 顺达佳苑 精装单间 包宽带物业 月付,顺达佳苑,1000,http://nj.58.com/hezu/32371380157129x.shtml
单间 | 江宁岔路口武夷商城 3室1厅 主卧 朝南 精装修,武夷商城,1250,http://nj.58.com/hezu/32283554592832x.shtml
单间 | 【个人房东】浦口 桥北 柳州东路1号地铁口对面 威尼,威尼斯水城第四街区,500,http://nj.58.com/hezu/32643955563849x.shtml
单间 | 迈皋桥附近燕华花园主卧次卧出租,燕华花园,500,http://nj.58.com/hezu/32147314893372x.shtml
单间 | 保利中央公园 3室1厅 主卧 朝南 精装修,保利中央公园东苑,1100,http://nj.58.com/hezu/32426212723755x.shtml
单间 | 虹苑新寓 3室1厅1卫 男女不限,应天西路,700,http://nj.58.com/hezu/32135194351694x.shtml
单间 | 胜太路地铁站附近 静月花园 出租其中一间 精装修,静月花园,800,http://nj.58.com/hezu/32644199176773x.shtml
单间 | 河定桥地铁口欧尚超市附近河定桥新苑 单室套间,开发区,1100,http://nj.58.com/hezu/32566400958540x.shtml
单间 | 浦口江浦中海万锦熙岸 3室1厅 主卧 朝南 精装修,中海万锦熙岸,850,http://nj.58.com/hezu/32403980987328x.shtml
单间 | 胜太路地铁站 鑫都公寓 精装单间 拎包入住 月付,鑫都公寓,1000,http://nj.58.com/hezu/32427007610433x.shtml
整租 | 龙庭世家 2室2厅1卫,龙庭世家,1300,http://nj.58.com/zufang/32237172687299x.shtml
整租 | 升景坊 3室1厅1卫,升景坊,3150,http://nj.58.com/zufang/32216040447146x.shtml
单间 | 骆村新寓 3室1厅2卫 男女不限,骆村新寓,850,http://nj.58.com/hezu/32566355932365x.shtml
整租 | 南苑真园 2室1厅1卫,南苑,2750,http://nj.58.com/zufang/32578500371774x.shtml
单间 | 澜郡 1室1厅1卫 男女不限,怡湖华庭澜郡,1200,http://nj.58.com/hezu/30038852674987x.shtml
单间 | 个人建邺奥体莲花新城南苑 4室1厅 次卧 朝南 简单,莲花新城南苑,650,http://nj.58.com/hezu/32655617132232x.shtml
单间 | 个人出租 雨花区地铁口 春江佳园 3室1厅 主卧朝南,春江佳园,1100,http://nj.58.com/hezu/31792230167240x.shtml
整租 | 苹果都市大厦1幢 1室1厅1卫,科学园,1800,http://nj.58.com/zufang/29454204135116x.shtml
整租 | 名嘉佳园 2室2厅1卫,名嘉佳园,2800,http://nj.58.com/zufang/32605625847468x.shtml
单间 | 三山街来凤里小区,来凤里小区,600,http://nj.58.com/hezu/32461836829370x.shtml
单间 | 年底可短租两个月 春江佳园 三江学院旁 春江路站 精,春江佳园,950,http://nj.58.com/hezu/32633510095930x.shtml
单间 | 【房东直租】浦口桥北新村 桥北客运站对面 离弘阳广场,桥北新村,500,http://nj.58.com/hezu/32654889690677x.shtml
单间 | 九龙湖地铁站附近 骏景华庭 精装单间 包网免物业 拎,骏景华庭,1000,http://nj.58.com/hezu/32415778574390x.shtml
整租 | 时光澔韵 1室0厅1卫,时光澔韵,1300,http://nj.58.com/zufang/31394825569605x.shtml
整租 | 建康新村 2室1厅1卫,建康新村,3300,http://nj.58.com/zufang/32655621311948x.shtml
单间 | 个人出租 双龙大道地铁口 金盛花园 精装主卧,开发区,1100,http://nj.58.com/hezu/32646947451585x.shtml
单间 | 个人出租 江宁万达 志宁花园 精装主卧 可月付,开发区,900,http://nj.58.com/hezu/32356700139049x.shtml
单间 | 江宁万达 东平雅苑 精装合租单间 包网物业 拎包入住,东平雅苑,1000,http://nj.58.com/hezu/32382729324111x.shtml
单间 | 大光路 次卧 精装修 公交站旁,大光路,1125,http://nj.58.com/hezu/30477912583748x.shtml
单间 | 上海明珠花园 4室2厅2卫 男女不限,上海明珠花园,900,http://nj.58.com/hezu/32566492749098x.shtml
整租 | 秦湾景园 4室0厅1卫,东山,1300,http://nj.58.com/zufang/32482300111531x.shtml
单间 | 阳光苑 3室1厅 主卧 朝南 精装修,阳光苑,850,http://nj.58.com/hezu/32436024972487x.shtml
单间 | 南湖边小区 2室1厅1卫 男女不限 最好是情侣或女士,西街头,1100,http://nj.58.com/hezu/32613453207877x.shtml
单间 | 个人出租 双龙大道地铁口 水岸明珠精装次卧,水岸明珠,900,http://nj.58.com/hezu/32568434232272x.shtml
整租 | 雨花客厅 2室2厅2卫,雨花客厅,3500,http://nj.58.com/zufang/32455748246721x.shtml
单间 | 个人出租 胜太西路地铁口附近湖滨世纪花园 出租主卧,东山,1000,http://nj.58.com/hezu/32524854018761x.shtml
单间 | 积善新寓 3室1厅1卫 男女不限,兴隆,800,http://nj.58.com/hezu/32644248057149x.shtml
单间 | 南京南站 万科新都荟 精装单间出租 拎包入住 月付,万科新都荟,1050,http://nj.58.com/hezu/32304553190573x.shtml
单间 | 迈皋桥地铁附近 万寿花苑 主卧 朝南 精装修 押一付,万寿花苑,1100,http://nj.58.com/hezu/32492280192553x.shtml
单间 | 个人出租 河定桥地铁口 水月秦淮 精装主卧次卧可月付,开发区,1080,http://nj.58.com/hezu/32456608245312x.shtml
单间 | 个人出租 天润城第十二 3室1厅 主卧 朝南 精装修,天润城第十二街区,600,http://nj.58.com/hezu/32622531229882x.shtml
单间 | 门口s3号线，近地铁一号线，可短租,能仁里,900,http://nj.58.com/hezu/32655597335988x.shtml
单间 | 万达附近 市政天元城 商业街 饮食购物方便,东山,1000,http://nj.58.com/hezu/32624586420009x.shtml
单间 | 鼓楼龙江恒盛金陵湾 3室2厅 主卧 朝南 精装修,恒盛金陵湾,面议,http://nj.58.com/hezu/32655600051661x.shtml
单间 | 《个人出租》无中介天润城第十三 3室1厅 主卧 朝南,天润城第十三街区,600,http://nj.58.com/hezu/32625084469319x.shtml
单间 | 河定桥新苑 3室1厅2卫 个人 急租 主卧阳台 朝南,河定桥新苑,1200,http://nj.58.com/hezu/32597423942450x.shtml
单间 | 江宁开发区翠屏清华园 4室2厅 主卧 朝南 精装修,翠屏清华园,1000,http://nj.58.com/hezu/31428340809296x.shtml
单间 | 个人出租，胜太路站附近湖东音乐苑3居中的一间首次出租,湖东音乐苑,800,http://nj.58.com/hezu/32511573420978x.shtml
整租 | 麒麟紫荆城晨光苑 2室1厅1卫,麒麟紫荆城晨光苑,1250,http://nj.58.com/zufang/32655601876540x.shtml
整租 | 金陵名人居 1室1厅1卫,金陵名人居,1500,http://nj.58.com/zufang/32340491118780x.shtml
单间 | 宇业东方红郡 4室1厅2卫 男女不限,宇业东方红郡,450,http://nj.58.com/hezu/32633220688822x.shtml
单间 | 栖霞迈皋桥壹城东区 5室2厅 主卧 朝北 中等装修,壹城东区,580,http://nj.58.com/hezu/32414725741003x.shtml
整租 | 栖霞马群马群南湾营润 2室1厅 50平米 精装修 押,南湾营润康苑,1100,http://nj.58.com/zufang/28975050342971x.shtml
单间 | 《个人出租精品房》明发滨江新城 3室1厅 主卧,明发滨江新城一期,650,http://nj.58.com/hezu/32625192603562x.shtml
单间 | 天华硅谷 地铁3号线泰冯路站 女生合租 可月付 主卧,天华硅谷庄园,830,http://nj.58.com/hezu/32614804281918x.shtml
单间 | 《个人出租精品房》明发滨江新城 3室1厅 主卧,明发滨江新城一期,700,http://nj.58.com/hezu/32625151735115x.shtml
单间 | 苏宁-徐庄软件园-紫气钟山-800全包-真实无假-看,樱驼花园,799,http://nj.58.com/hezu/32373426906572x.shtml
单间 | 出租天印大道地铁口市政天元城3居中的一间精装朝南可月,科学园,800,http://nj.58.com/hezu/32425366140856x.shtml
单间 | 江宁科学园潭桥公寓北园 4室2厅 主卧 朝南 精装修,潭桥公寓北园,900,http://nj.58.com/hezu/31472234231470x.shtml
单间 | 凤鸣苑 3室1厅1卫 男女不限,凤鸣苑,1200,http://nj.58.com/hezu/32544355038788x.shtml
单间 | 雨花台小行名城世家 5室1厅 次卧 朝南北 简单装修,名城世家,800,http://nj.58.com/hezu/29978629714239x.shtml
单间 | 江宁东山明月新寓花园 3室1厅 主卧 朝南 精装修,明月新寓花园,800,http://nj.58.com/hezu/32536171321664x.shtml
单间 | 夫子庙 武定门 琵琶小区,琵琶小区,1100,http://nj.58.com/hezu/32644586016058x.shtml
整租 | 南大和园 4室1厅2卫,南大和园,4400,http://nj.58.com/zufang/32513178273577x.shtml
单间 | 万达广场对面 步行街小区 拎包入住 精装修,步行街小区,850,http://nj.58.com/hezu/32527044052649x.shtml
单间 | 岔路口双龙大道地铁口附近精装修个人秦湾景园,秦湾景园,900,http://nj.58.com/hezu/32401535465017x.shtml
整租 | 美景雅苑 2室1厅1卫,美景雅苑,3200,http://nj.58.com/zufang/32655605226162x.shtml
单间 | 龙眠大地铁口天景山公寓如意苑朝南单间出租,天景山公寓如意苑,850,http://nj.58.com/hezu/32246859095605x.shtml
单间 | 天印大道地铁站旁单间出租 房租可押一付一,书香名门,700,http://nj.58.com/hezu/32655608304687x.shtml
单间 | 夫子庙 长乐路 单间,长乐路134号小区,1100,http://nj.58.com/hezu/32622459039166x.shtml
单间 | 广兴花园女人街旁欧式装修苗圃路小区个人合租,科学园,700,http://nj.58.com/hezu/32369401683788x.shtml
整租 | 金穗花园 2室1卫1厅,奥体,3200,http://nj.58.com/zufang/27214436344116x.shtml
单间 | 个人出租 河海大学 江南文书院 精装主卧次卧,开发区,950,http://nj.58.com/hezu/32456546420152x.shtml
单间 | 河定桥新苑 3室1厅2卫 个人 急租 主卧阳台 朝南,河定桥新苑,1200,http://nj.58.com/hezu/32597423942450x.shtml
"单间 | 个人出租地铁口单间,能长租，短租",威尼斯水城第七街区,550,http://nj.58.com/hezu/32655605683114x.shtml
单间 | 个人出租 双龙大道地铁口 水岸明珠精装次卧,水岸明珠,900,http://nj.58.com/hezu/32568434232272x.shtml
整租 | 雨花客厅 2室2厅2卫,雨花客厅,3500,http://nj.58.com/zufang/32455748246721x.shtml
单间 | 个人出租 胜太西路地铁口附近湖滨世纪花园 出租主卧,东山,1000,http://nj.58.com/hezu/32524854018761x.shtml
整租 | 麒麟紫荆城晨光苑 2室1厅1卫,麒麟紫荆城晨光苑,1250,http://nj.58.com/zufang/32655601876540x.shtml
整租 | 金陵名人居 1室1厅1卫,金陵名人居,1500,http://nj.58.com/zufang/32340491118780x.shtml
单间 | 《个人出租精品房》明发滨江新城 3室1厅 主卧,明发滨江新城一期,650,http://nj.58.com/hezu/32625192603562x.shtml
单间 | 个人出租 天润城第十二 3室1厅 主卧 朝南 精装修,天润城第十二街区,600,http://nj.58.com/hezu/32622531229882x.shtml
单间 | 《个人出租精品房》明发滨江新城 3室1厅 主卧,明发滨江新城一期,700,http://nj.58.com/hezu/32625151735115x.shtml
单间 | 春江新城新河苑 3室1厅1卫 男女不限,春江新城新河苑,800,http://nj.58.com/hezu/32655600316735x.shtml
单间 | 苏宁-徐庄软件园-紫气钟山-800全包-真实无假-看,樱驼花园,799,http://nj.58.com/hezu/32373426906572x.shtml
单间 | 门口s3号线，近地铁一号线，可短租,能仁里,900,http://nj.58.com/hezu/32655597335988x.shtml
单间 | 出租天印大道地铁口市政天元城3居中的一间精装朝南可月,科学园,800,http://nj.58.com/hezu/32425366140856x.shtml
单间 | 江宁科学园潭桥公寓北园 4室2厅 主卧 朝南 精装修,潭桥公寓北园,900,http://nj.58.com/hezu/31472234231470x.shtml
单间 | 凤鸣苑 3室1厅1卫 男女不限,凤鸣苑,1200,http://nj.58.com/hezu/32544355038788x.shtml
单间 | 雨花台小行名城世家 5室1厅 次卧 朝南北 简单装修,名城世家,800,http://nj.58.com/hezu/29978629714239x.shtml
单间 | 夫子庙 武定门 琵琶小区,琵琶小区,1100,http://nj.58.com/hezu/32644586016058x.shtml
单间 | 万达附近 市政天元城 商业街 饮食购物方便,东山,1000,http://nj.58.com/hezu/32624586420009x.shtml
单间 | 万达广场对面 步行街小区 拎包入住 精装修,步行街小区,850,http://nj.58.com/hezu/32527044052649x.shtml
单间 | 鼓楼龙江恒盛金陵湾 3室2厅 主卧 朝南 精装修,恒盛金陵湾,面议,http://nj.58.com/hezu/32655600051661x.shtml
单间 | 《个人出租》无中介天润城第十三 3室1厅 主卧 朝南,天润城第十三街区,600,http://nj.58.com/hezu/32625084469319x.shtml
